1.5,677898,634342
1,664964,634342
1.33333333333333,665524,634342
1,665620,634342
1,665864,634342
1,666180,634342
0.666666666666667,670500,634342
0.833333333333333,671759,634342
0.75,672080,634342
1.33333333333333,678550,634342
1.33333333333333,662202,634342
1.33333333333333,662501,634342
1.33333333333333,662661,634342
0.666666666666667,676782,634342
0.666666666666667,672696,634342
1.33333333333333,674336,634342
1.33333333333333,679806,634342
1.33333333333333,679986,634342
1.33333333333333,663534,634342
1.33333333333333,680878,634342
1.33333333333333,680890,634342
1.33333333333333,680334,634342
1,664376,634342
1.33333333333333,680302,634342
1,676142,634342
1.5,676066,634342
1,666424,634342
1,670735,634342
1.33333333333333,662198,629645
1.33333333333333,679342,629645
1.33333333333333,680578,629645
1.33333333333333,679326,629645
1.33333333333333,680118,629645
1.33333333333333,680122,629645
1.33333333333333,680226,629645
1.33333333333333,680230,629645
1.33333333333333,680234,629645
1.33333333333333,678806,629645
1.33333333333333,668960,629645
1.33333333333333,667222,629645
0,676406,629645
1.33333333333333,665088,629645
1,665328,629645
1,682218,629645
1,671868,629645
0.833333333333333,672088,629645
0.833333333333333,682496,629645
1,664327,629645
1,674684,629645
1,674724,629645
1,674736,629645
1.5,677422,629645
1.33333333333333,682210,634342
1.08333333333333,661265,629645
1.33333333333333,661306,634342
0.786111111111111,675282,629645
1.33333333333333,4504274,634342
1.33333333333333,4649487,629645
1.33333333333333,5567081,634342
1.33333333333333,6211267,634342
0,6373878,634342
0,6373972,634342
0,6374097,634342
0,6375379,629645
0,6375475,629645
0,6375568,629645
1.33333333333333,6473787,629645
1.33333333333333,6473803,629645
1.33333333333333,6609965,629645
1.33333333333333,6609974,629645
1.33333333333333,6609970,634342
1.33333333333333,6795436,629645
1.33333333333333,7182655,629645
1.33333333333333,7182659,629645
1.33333333333333,3794071,634342
1.33333333333333,7455352,629645
1,8123628,634342
1,8123639,629645
0.666666666666667,681258,634342
1.33333333333333,9629189,634342
0.625,10051208,634342
1.33333333333333,683468,634342
1.33333333333333,11929130,634342
1.33333333333333,11928926,634342
1.33333333333333,12703009,634342
1.5,13470534,634342
1.5,13740368,634342
1.33333333333333,16201456,634342
1.33333333333333,662739,629645
1.5,46608699,634342
1.5,58294457,629645
1.5,58937869,629645
1.5,59323406,629645
1.5,60510639,629645
1.5,61581186,629645
1.5,64588460,629645
0,10051208,634342
0,10051208,634342
0,10051208,634342
1.5,69864856,634342
0.666666666666667,677846,634342
1,667746,634342
1.33333333333333,678218,634342
1.5,73932134,629645
1.5,73932138,629645
0.833333333333333,665372,629645
0.833333333333333,667646,629645
0.666666666666667,683552,629645
1.16666666666667,671228,629645
1.5,660850,629645
1.33333333333333,3808105,629645
0,3808105,629645
1.33333333333333,6952735,629645
0,680978,629645
0,680978,629645
0,676470,629645
0,676758,629645
0,664139,629645
0,3794116,629645
0,3794116,629645
0,3794116,634342
0,3794116,634342
0,3794097,634342
0,3804565,634342
0,3804565,634342
0,664159,634342
0,680870,634342
0,661218,634342
0,681310,634342
0,665560,629645
0,142745035,629645
0,670152,629645
0,13740376,634342
0,13740376,629645
0,676470,629645
0,677554,634342
0,9526221,634342
0,668006,634342
0,661813,634342
0,674156,634342
0,672692,634342
0,148226721,634342
